num-db,db,tx-type,count,duration-ms,tx-per-sec
45,42,weak-read,1164,64549.83,18.0326
45,42,write,388,64549.83,6.0109
45,43,strong-read,2244,64878.15,34.5879
45,43,weak-read,1122,64878.15,17.2940
45,43,write,374,64878.15,5.7647
45,44,strong-read,2304,65211.37,35.3313
45,44,weak-read,1152,65211.37,17.6656
45,44,write,384,65211.37,5.8885
50,0,strong-read,2082,61266.90,33.9825
50,0,weak-read,1041,61266.90,16.9912
50,0,write,347,61266.90,5.6637
50,1,strong-read,2190,61306.67,35.7220
50,1,weak-read,1095,61306.67,17.8610
50,1,write,365,61306.67,5.9537
50,2,strong-read,2082,61433.62,33.8902
50,2,weak-read,1041,61433.62,16.9451
50,2,write,347,61433.62,5.6484
50,3,strong-read,2082,61559.65,33.8209
50,3,weak-read,1041,61559.65,16.9104
50,3,write,347,61559.65,5.6368
50,4,strong-read,2076,61626.51,33.6868
50,4,weak-read,1038,61626.51,16.8434
50,4,write,346,61626.51,5.6145
50,5,strong-read,2016,61668.87,32.6907
50,5,weak-read,1008,61668.87,16.3454
50,5,write,336,61668.87,5.4485
50,6,strong-read,2112,61684.41,34.2388
50,6,weak-read,1056,61684.41,17.1194
50,6,write,352,61684.41,5.7065
50,7,strong-read,2040,61735.56,33.0442
50,7,weak-read,1020,61735.56,16.5221
50,7,write,340,61735.56,5.5074
50,8,strong-read,2142,61796.41,34.6622
50,8,weak-read,1071,61796.41,17.3311
50,8,write,357,61796.41,5.7770
50,9,strong-read,2226,61797.52,36.0209
50,9,weak-read,1113,61797.52,18.0104
50,9,write,371,61797.52,6.0035
50,10,strong-read,2178,61815.75,35.2337
50,10,weak-read,1089,61815.75,17.6169
50,10,write,363,61815.75,5.8723
50,11,strong-read,2142,61817.92,34.6501
50,11,weak-read,1071,61817.92,17.3251
50,11,write,357,61817.92,5.7750
50,12,strong-read,2136,61839.61,34.5410
50,12,weak-read,1068,61839.61,17.2705
50,12,write,356,61839.61,5.7568
50,13,strong-read,2082,61842.22,33.6663
50,13,weak-read,1041,61842.22,16.8332
50,13,write,347,61842.21,5.6111
50,14,strong-read,2154,61842.85,34.8302
50,14,weak-read,1077,61842.85,17.4151
50,14,write,359,61842.85,5.8050
50,15,strong-read,2100,61941.84,33.9028
50,15,weak-read,1050,61941.84,16.9514
50,15,write,350,61941.84,5.6505
50,16,strong-read,2052,61929.51,33.1344
50,16,weak-read,1026,61929.51,16.5672
50,16,write,342,61929.51,5.5224
50,17,strong-read,2160,61958.23,34.8622
50,17,weak-read,1080,61958.23,17.4311
50,17,write,360,61958.23,5.8104
50,18,strong-read,2196,61978.75,35.4315
50,18,weak-read,1098,61978.75,17.7157
50,18,write,366,61978.75,5.9052
50,19,strong-read,2124,61980.82,34.2687
50,19,weak-read,1062,61980.82,17.1343
50,19,write,354,61980.82,5.7114
50,20,strong-read,2202,61985.96,35.5242
50,20,weak-read,1101,61985.96,17.7621
50,20,write,367,61985.96,5.9207
50,21,strong-read,2148,62003.44,34.6432
50,21,weak-read,1074,62003.44,17.3216
50,21,write,358,62003.44,5.7739
50,22,strong-read,2106,62015.45,33.9593
50,22,weak-read,1053,62015.45,16.9796
50,22,write,351,62015.45,5.6599
50,23,strong-read,2094,62026.57,33.7597
50,23,weak-read,1047,62026.57,16.8799
50,23,write,349,62026.57,5.6266
50,24,strong-read,2082,62116.61,33.5176
50,24,weak-read,1041,62116.61,16.7588
50,24,write,347,62116.61,5.5863
50,25,strong-read,2130,62113.20,34.2922
50,25,weak-read,1065,62113.20,17.1461
50,25,write,355,62113.20,5.7154
50,26,strong-read,2142,62127.08,34.4777
50,26,weak-read,1071,62127.08,17.2389
50,26,write,357,62127.08,5.7463
50,27,strong-read,2046,62130.13,32.9309
50,27,weak-read,1023,62130.13,16.4654
50,27,write,341,62130.13,5.4885
50,28,strong-read,2220,62176.03,35.7051
50,28,weak-read,1110,62176.03,17.8525
50,28,write,370,62176.03,5.9508
50,29,strong-read,2058,62165.40,33.1052
50,29,weak-read,1029,62165.40,16.5526
50,29,write,343,62165.40,5.5175
50,30,strong-read,2226,62188.42,35.7944
50,30,weak-read,1113,62188.42,17.8972
50,30,write,371,62188.42,5.9657
50,31,strong-read,2148,62199.14,34.5342
50,31,weak-read,1074,62199.14,17.2671
50,31,write,358,62199.14,5.7557
50,32,strong-read,2178,62218.19,35.0058
50,32,weak-read,1089,62218.19,17.5029
50,32,write,363,62218.19,5.8343
50,33,strong-read,2136,62276.14,34.2988
50,33,weak-read,1068,62276.14,17.1494
50,33,write,356,62276.14,5.7165
50,34,strong-read,2166,62283.19,34.7766
50,34,weak-read,1083,62283.19,17.3883
50,34,write,361,62283.19,5.7961
50,35,strong-read,2262,62385.41,36.2585
50,35,weak-read,1131,62385.41,18.1292
50,35,write,377,62385.41,6.0431
50,36,strong-read,1998,62420.75,32.0086
50,36,weak-read,999,62420.75,16.0043
50,36,write,333,62420.75,5.3348
50,37,strong-read,2046,62458.44,32.7578
50,37,weak-read,1023,62458.44,16.3789
50,37,write,341,62458.44,5.4596
50,38,strong-read,2076,62467.26,33.2334
50,38,weak-read,1038,62467.26,16.6167
50,38,write,346,62467.26,5.5389
50,39,strong-read,2100,62472.90,33.6146
50,39,weak-read,1050,62472.90,16.8073
50,39,write,350,62472.90,5.6024
50,40,strong-read,2064,62537.39,33.0043
50,40,weak-read,1032,62537.39,16.5021
50,40,write,344,62537.39,5.5007
50,41,strong-read,2010,62557.83,32.1303
50,41,weak-read,1005,62557.83,16.0651
50,41,write,335,62557.83,5.3550
50,42,strong-read,2190,62611.82,34.9774
50,42,weak-read,1095,62611.82,17.4887
50,42,write,365,62611.82,5.8296
50,43,strong-read,2178,63257.64,34.4306
50,43,weak-read,1089,63257.64,17.2153
50,43,write,363,63257.64,5.7384
50,44,strong-read,2004,64092.14,31.2675
50,44,weak-read,1002,64092.14,15.6337
50,44,write,334,64092.14,5.2112
50,45,strong-read,2166,65115.91,33.2638
50,45,weak-read,1083,65115.91,16.6319
50,45,write,361,65115.91,5.5440
50,46,strong-read,2118,65462.90,32.3542
50,46,weak-read,1059,65462.90,16.1771
50,46,write,353,65462.90,5.3924
50,47,strong-read,2148,65778.83,32.6549
50,47,weak-read,1074,65778.83,16.3274
50,47,write,358,65778.83,5.4425
50,48,strong-read,2130,66065.24,32.2409
50,48,weak-read,1065,66065.24,16.1204
50,48,write,355,66065.24,5.3735
50,49,strong-read,2136,66903.66,31.9265
50,49,weak-read,1068,66903.66,15.9633
50,49,write,356,66903.66,5.3211
